-23.006944;-44.317778;53262.55
-21.620833;-42.342778;20698.33
-22.872778;-42.342778;31109.37
-22.230833;-43.105833;33490.89
-22.746944;-41.881944;84721.42
-22.965833;-42.027778;87763.22
-22.47;-43.825833;26833.48
-22.543889;-44.170833;34816.53
-22.763889;-43.398889;17156.71
-22.151944;-42.418889;31941.54
-21.133889;-41.68;24343.72
-22.878889;-42.018889;52801.54
-22.462778;-42.652778;21885.51
-21.575;-41.910833;25807.81
-21.753889;-41.323889;43108.68
-21.980833;-42.367778;70311.39
-22.186944;-41.660833;72243.98
-21.487778;-41.615833;41730.95
-21.933889;-42.608889;30853.68
-22.480833;-42.203889;29286.22
-22.028889;-43.205;51285.71
-22.085;-41.867778;18426.37
-22.028889;-42.360833;20592.99
-22.050833;-42.521944;21553.24
-22.785833;-43.311944;57170.07
-22.55;-43.677778;28769.59
-22.536944;-42.981944;21920.68
-22.838889;-42.228889;21517.5
-22.7475;-42.855833;23078.43
-22.851944;-43.775;76916.73
-21.420833;-41.690833;27215.6
-21.678889;-42.081944;27396.34
-21.205;-41.887778;32533.22
-22.491389;-44.559167;213339.67
-22.642778;-43.652778;14395.69
-21.205833;-42.122778;25235.04
-22.370833;-41.786944;66684.01
-21.983889;-42.252778;38057.84
-22.652778;-43.040833;19237.2
-22.96;-44.040833;69913.59
-22.918889;-42.818889;511810.82
-22.526944;-43.732778;19147.47
-22.781944;-43.428889;14796.57
-22.453889;-43.468889;24686.21
-21.411944;-42.196944;24404.52
-21.041944;-41.972778;21186.94
-22.809297;-43.415531;18782.18
-22.882778;-43.103889;128333.01
-22.281944;-42.530833;33000.12
-22.760322;-43.447728;21559.06
-22.610833;-43.708889;21902.8
-22.161944;-43.292778;28006.34
-23.2225;-44.713889;44262.66
-22.428889;-43.418889;24510.16
-22.505;-43.178889;51003.6
-22.512778;-44.000833;56826.17
-22.628889;-43.897778;82208.92
-20.962778;-42.040833;21814.01
-22.42;-44.29;209624.88
-22.406944;-44.257778;20945.97
-22.715833;-43.555;28636.92
-22.106944;-41.471944;234850.73
-22.468889;-44.446944;80712.15
-22.707778;-42.625833;30057.69
-22.722778;-44.135833;23342.67
-22.167778;-43.585833;31314.82
-22.526944;-41.945;56096.82
-22.902778;-43.207778;53078.23
-21.955;-42.007778;22599.44
-21.538889;-42.18;30081.81
-21.645833;-41.746944;28060.15
-21.47;-41.118889;21811.97
-22.826944;-43.053889;18504.81
-21.64;-41.050833;269169.78
-22.803889;-43.371944;18935.5
-21.357778;-41.942778;27190.85
-22.150833;-42.923889;33522.52
-22.838889;-42.102778;25509.14
-21.956944;-42.135;25625.42
-21.995;-42.913889;54765.99
-22.92;-42.51;458767.96
-22.743889;-43.707778;56977.34
-22.650833;-42.391944;27675.96
-22.05;-42.675;38202.73
-22.73;-42.713889;19902.27
-22.411944;-42.965833;31880.03
-22.062778;-42.065833;22718.51
-22.116944;-43.208889;76977.41
-22.245833;-43.7;40447.29
-20.930833;-41.868889;23568.37
-22.403889;-43.662778;35458.96
-22.523056;-44.104167;71551.44
